-0.539585541,-0.770608015
1.232822777,0.107858017
-0.572013308,-1.226686498
0.835735611,0.223934682
0.809958031,-1.156739947
-0.304248227,0.652462428
0.7201088,0.50422561
-0.418035681,0.597016825
-0.812279862,-0.217649733
0.668209782,0.311591339
0.811993656,-0.811993656
-0.638902153,-0.638902153
0.1026247,-1.173005691
-0.200658884,0.74886915
-0.948797818,0.254229609
0.516000213,0.736924676
0.351738937,-1.312707585
0.316769411,1.182199538
-0.810909899,0.378133496
-0.833201268,-0.583413809
-1.231457088,0.107738535
-0.958519411,-0.446964942
0.88850519,-0.622138032
0.440128553,0.943858727
-0.758153636,0.530864891
-0.213383099,-0.796356567
0.661114801,-1.417765266
-0.662820959,0.662820959
0.724095635,0.724095635
-0.080122378,-0.915802968
0.91006233,-0.424369034
